machine	bbchallenge_id	formula_tape	num_steps_until_formula_tape	num_macro_steps_until_special_case
1RB---_1LC0RE_0LD0LC_0RE0LE_1LA1RA	2879424	.<C00(0)1001(1).	75	26
1RB---_1LC0RE_0LD0LC_0LE0RC_1LA1RA	2879459	.<A1000000(000)1001(1).	132	44
1RB---_1LC0RE_0LD0LC_0LE0LE_1LA1RA	2879475	.<A1000000(000)1001(1).	126	42
1RB---_1LC0RE_0LD0LC_0LE1RA_1RD1LA	2879476	.<A1000000(000)1001(1).	158	52
1RB---_1LC0RE_0LD0LC_1RC0LE_1LA1RA	2879510	.<A1000000(000)1001(1).	134	44
1RB---_1LC0RE_0LD0LC_1LA0LE_1LA1RA	2879710	.<A10000(00)1001(1).	98	33
1RB---_1LC0RE_0LD0LC_1LA1RB_0RD1RA	2879719	.<A1001(01001).	63	23
1RB---_1LC0RE_0LD0LC_1LA1LB_1LA1RB	2879763	.<A10(00)1100101(1).	93	31
1RB---_1LC0RE_0LD1RC_0LE1LD_1RA0RC	2880879	.<D111000(111)001110.	178	45
1RB---_1LC0RE_0LD1RC_0LE1LD_1RA0LE	2880882	.<D111000(111)001110.	128	33
1RB---_1LC0RE_0LD1LB_0RA0LD_0RA1LA	2882228	.011100(11100)A>.	99	35
1RB---_1LC0RE_0LD1LB_0LE0LD_1LA0RB	2882808	.<A10000000(00)101(1).	130	41
1RB---_1LC0RE_0LD1LB_1RA1RB_1RD0LB	2882977	.11011011011(011011011011)A>.	596	204
1RB---_1LC0RE_0LD1LB_1RA1LB_0RA0LE	2883058	.11010(10101010101010)0A>.	681	220
1RB---_1LC0RE_0LD1LB_1RA1LB_0RA1RB	2883059	.11010(10101010101010)0A>.	467	156
1RB---_1LC0RE_0LD1LC_0RA0LD_1RD1RE	2884054	.01011(110101111010111101011)0A>.	1364	429
1RB---_1LC0RE_0LD1LC_1RA0LD_1RD0LD	2884712	.11110111111111111111(1111)B>.	293	71
1RB---_1LC0RE_0LD1LC_1RA0LE_1RD0LD	2884726	.11110111111111111111(1111)B>.	293	71
1RB---_1LC0RE_0LE0RD_0RC1LB_1RA0LD	2886127	.111111(1111111111)01A>.	640	214
1RB---_1LC0RE_0LE0RD_1RA1LB_1RA0LD	2886263	.111111(1111111111)01A>.	536	180
1RB---_1LC0RE_0LE0LD_0RB0LB_0RA0LA	2886653	.0100100(100100)A>.	165	57
1RB---_1LC0RE_0LE0LD_0RB0LE_1RA1LD	2886669	.11(11)011000(0)1A>.	124	39
1RB---_1LC0RE_0LE0LD_0LB0LE_1RA0RB	2886814	.1100(11)001100000(0000)1A>.	387	126
1RB---_1LC0RE_0LE0LD_0LB1RB_1RA0RE	2886822	.11011001100110011001(100110011001)A>.	572	199
1RB---_1LC0RE_0LE0LD_0LB1RB_1RA0LE	2886823	.<B0011111111111111(111111).	827	277
1RB---_1LC0RE_0LE0LD_0LB1RB_1RA1RD	2886825	.11011001100110011001(100110011001)A>.	676	235
1RB---_1LC0RE_0LE0LD_0LC1LB_1RE0RA	2886878	.11110(10111110)A>.	190	68
1RB---_1LC0RE_0LE0LD_1LB0LE_1RA0RB	2887267	.1100(11)0011000(0000)1A>.	309	102
1RB---_1LC0RE_0LE1RD_0RB0LD_1RD0LA	2887449	.<A001001(001001).	147	51
1RB---_1LC0RE_0LE1LD_0RE1LB_0LA1RD	2888395	.<A001111(01111).	105	37
1RB---_1LC0RE_0LE1LD_0LB0RB_1LA0RA	2888410	.<A101011(011011).	111	44
1RB---_1LC0RE_0LE1LD_0LB0RD_1LA0RA	2888415	.<A101011(011).	63	27
1RB---_1LC0RE_0LE1LD_0LE0LD_1RA0RB	2888541	.11(11)0011000(0000)1A>.	233	82
1RB---_1LC0RE_0LE1LD_1RE0LC_1RA0RB	2888864	.1100(11)00110(0000)1A>.	195	66
1RB---_1LC0RE_1RA1LD_0LC0LB_1RB1LA	2890320	.11101(01101)B>.	107	40
1RB---_1LC0RE_1RA1LD_0LC0LB_1RB1LE	2890321	.11101(01101)B>.	107	40
1RB---_1LC0RE_1RA1LD_1RC0LC_1LA0LD	2890763	.(1111)A>.	36	14
1RB---_1LC0RE_1RB0LD_0RB0LA_1RC0RB	2891841	.<A0010101(010101).	144	50
1RB---_1LC0RE_1RB0LD_0RB0LC_0RC1RA	2891855	.1(11)011010101(01010101)A>.	369	128
1RB---_1LC0RE_1RB0LD_0RB0LE_1RA1LD	2891883	.0(11)011000(0)1A>.	120	39
1RB---_1LC0RE_1RB0LD_0RB1LC_0LA1RA	2891978	.(101)A>.	28	9
1RB---_1LC0RE_1RB0LD_0RB1LC_0LC1RA	2891980	.(101)A>.	28	9
1RB---_1LC0RE_1RB0LD_0RB1LC_0LE1RA	2891982	.(101)A>.	30	9
1RB---_1LC0RE_1RB0LD_0LB0RB_0LA0RA	2892336	.(100100)A>.	82	29
1RB---_1LC0RE_1RB0LD_0LB0RB_0LC0RA	2892340	.(100100)A>.	82	29
1RB---_1LC0RE_1RB0LD_0LB0RD_1LA0RA	2892355	.(11100)A>.	44	15
1RB---_1LC0RE_1RB0LD_0LB0RD_1LC0RA	2892357	.(11100)A>.	44	15
1RB---_1LC0RE_1RB0LD_0LB0LC_1LA0RA	2892370	.<B0000(00)1001(1).	85	29
1RB---_1LC0RE_1RB0LD_0LB0LC_1LC0RA	2892374	.<B0000(00)1001(1).	85	29
1RB---_1LC0RE_1RB0LD_0LB0LE_1RA0RD	2892401	.101101(11011101)A>.	231	78
1RB---_1LC0RE_1RB0LD_0LE0RD_1LC0RA	2892482	.(11100)A>.	44	15
1RB---_1LC0RE_1RB0LD_0LE0LC_1LC0RA	2892495	.<C10000(00)1001(1).	86	29
1RB---_1LC0RE_1RB0LD_1LB0LA_0LA0RB	2893031	.<A0010101(010101).	156	54
1RB---_1LC0RE_1RB0LD_1LB0LA_0LC0RB	2893032	.<A0010101(010101).	156	54
1RB---_1LC0RE_1RB0LD_1LB0LB_1RA0RD	2893035	.(101101101101)A>.	208	60
1RB---_1LC0RE_1RB0LD_1LB0LE_0RA0RD	2893054	.<B101(1101).	68	25
1RB---_1LC0RE_1RB0LD_1LB1RB_---0RD	2893079	.<B101(1101).	56	21
1RB---_1LC0RE_1RB0LD_1LB1LE_0RC1LA	2893164	.<B10(01100110)1.	140	48
1RB---_1LC0RE_1RB1LD_0LB0LD_1RC0RA	2894392	.01100(100100)A>.	120	44
1RB---_1LC0RE_1RC0LD_0LC1LB_0LC1RA	2896215	.1(011)B>.	35	13
1RB---_1LC0RE_1RC0LD_0LE1LC_1LA1RA	2896261	.<A1001(01001).	63	23
1RB---_1LC0RE_1RC0LD_1LB0RA_1RD0LB	2896480	.01010(1010)A>.	108	38
1RB---_1LC0RE_1RC1LD_1RB0LC_1RE1RA	2897606	.101(1101)A>.	62	24
1RB---_1LC0RE_1RD0LB_---1RA_0LA0RC	2899282	.<B01(111).	73	26
1RB---_1LC0RE_1RD0LB_0RA1LE_0RC0LD	2899385	.010010010(010010010)A>.	322	105
1RB---_1LC0RE_1RD0LC_0LE0RB_1RA0LB	2901622	.<B0000(00)10001(1).	105	35
1RB---_1LC0RE_1RD0LC_1LB0RA_0RC0LB	2901863	.101101101101101101(101101101101)B>.	1800	562
1RB---_1LC0RE_1RD0LC_1LD0LB_0RA0RD	2902054	.001001(001)B>.	175	60
1RB---_1LC0RE_1RD0LD_0LB1RA_0RA0LD	2902654	.1100100(100)A>.	74	21
1RB---_1LC0RE_1RD0LD_0LB1RA_0RA0LE	2902655	.1100100(100)A>.	68	21
1RB---_1LC0RE_1RD0LD_0LB1RA_0RA1RB	2902657	.1100100(100)A>.	66	21
1RB---_1LC0RE_1RD0LD_0LB1RA_0RA1RC	2902658	.1100100100(100)A>.	89	27
1RB---_1LC0RE_1RD0LD_1LE0RA_0LC1RC	2903380	.0101010101(0101)10101010101B>.	655	135
1RB---_1LC0RE_1RD1RC_1LE0RA_1LC0LE	2903899	.101110111011(10111011101110111011)0A>.	1437	496
1RB---_1LC0RE_1RD1LB_1RA0LE_0RA0LD	2905476	.11(00111)1100A>.	183	61
1RB---_1LC0RE_1RD1LC_0RE0LD_1RA1RD	2906291	.011010110101(10101)A>.	262	76
1RB---_1LC0RE_1RD1LC_1RA1RE_0RC0LE	2906752	.0111011(1011)A>.	134	43
1RB---_1LC0RE_1RD1LC_1RE0LD_1RA1RB	2906978	.11101(010101010101)A>.	351	126
1RB---_1LC0RE_1RD1LC_1RE0LD_1RA1LA	2906980	.11111(11111)011101A>.	182	59
1RB---_1LC0RE_1RE0RD_0LB1LA_1LD1RC	2908894	.<B011(111).	81	28
1RB---_1LC0RE_1RE0LD_0RB0LE_1RA1LD	2909468	.11(11)011000(0)1A>.	126	39
1RB---_1LC0RE_1RE0LD_0RC0LB_0LA1RA	2909531	.<C100101(0101).	214	72
1RB---_1LC0RE_1RE0LD_0LB0LC_0LA0RB	2909730	.<B0000(00)101(1).	97	33
1RB---_1LC0RE_1RE0LD_0LB0LD_1RA0RB	2909738	.<B0000(00)10001(1).	91	31
1RB---_1LC0RE_1RE0LD_0LB1RB_1RA1RD	2909759	.101101(100110011001)A>.	303	97
1RB---_1LC0RE_1RE0LD_1LC0LE_1RD1RA	2910479	.111011011(011011011)B>.	326	113
1RB---_1LC0RE_1RE1LD_0LB0RE_0LC0RA	2911915	.10100(100100100100)A>.	342	126
1RB---_1LC0RE_1RE1LD_0LC0RC_1RD0RA	2912055	.11010(101010)A>.	142	54
1RB---_1LC0RE_1RE1LD_0LC0RC_1RD1RA	2912056	.11011(101011)A>.	158	60
1RB---_1LC0RE_1RE1LD_0LC0LB_1RB1LA	2912076	.11101(01101)B>.	107	40
1RB---_1LC0RE_1LA0RD_0LB0LC_1LD0RA	2913214	.<A10(011011).	117	44
1RB---_1LC0RE_1LA0RD_0LB0LE_1LB0RC	2913223	.<A111010101(010101).	301	102
1RB---_1LC0RE_1LA0RD_0LB1LD_0LA0RC	2913252	.<A11010101(01)1(011).	196	67
1RB---_1LC0RE_1LA0RD_0LB1LD_1LD0RC	2913266	.<A11010101(01)1(011).	160	55
1RB---_1LC0RE_1LA0LD_0RB0LE_1RA1LD	2913717	.0(11)0110000(0)1A>.	148	47
1RB---_1LC0RE_1LA0LD_0LC1RB_0RB1RB	2914063	.<A1001(001001).	87	31
1RB---_1LC0RE_1LA0LD_1RD1LB_0LA0RC	2914187	.10(110)0C>.	62	24
1RB---_1LC0RE_1LA0LD_1LA1LC_0LA0RA	2914236	.<A101(011011).	100	38
1RB---_1LC0RE_1LA0LD_1LB0RA_1RB0LE	2914244	.<A11101(0101).	94	38
1RB---_1LC0RE_1LA0LD_1LB0RA_1RD0LA	2914246	.<A11101(0101).	94	38
1RB---_1LC0RE_1LA0LD_1LB0RE_1RB0LE	2914256	.<A11101(0101).	94	38
1RB---_1LC0RE_1LA0LD_1LB1LA_1RB0LA	2914294	.<A11101(0101010101).	266	94
1RB---_1LC0RE_1LA0LD_1LB1LA_1RB0LE	2914295	.<A11101(0101010101).	266	94
1RB---_1LC0RE_1LA0LD_1LB1LE_1RB0LA	2914314	.<A11101(0101010101).	266	94
1RB---_1LC0RE_1LA1LD_0LE0RB_1LB0RD	2915290	.<A111011101110(1110).	194	65
1RB---_1LC0RE_1LA1LD_1RE0LB_0RA0LD	2915452	.<A11001(001001001).	166	54
1RB---_1LC0RE_1LB0LD_0LE1LE_1LA0RB	2916178	.<A1001(1111).	81	34
1RB---_1LC0RE_1LB0LD_1RA0LA_1LC0RC	2916213	.<A00101(0101).	132	46
1RB---_1LC0RE_1LC0LD_0LE1LE_1LA0RB	2918075	.<A1001(1111).	81	34
1RB---_1LC0RE_1LD0RD_0LE0LB_0RA1RE	2920490	.01010(1010)A>.	66	24
1RB---_1LC0RE_1LD0RD_1RB0LB_0RA1RE	2920578	.(1010)A>.	30	11
1RB---_1LC0RE_1LD0RD_1LA0LB_0RB1RE	2920957	.1(1)0110(010)B>.	68	26
1RB---_1LC0RE_1LD0RD_1LA1LB_0RA0LE	2920995	.<A1111(1111).	63	23
1RB---_1LC0RE_1LD0RD_1LA1LE_0RC0LC	2921025	.<A110110(0110).	116	42
1RB---_1LC0RE_1LD0RD_1LA1LE_0LC0RC	2921027	.<A11010110(110).	103	34
1RB---_1LC0RE_1LD0LB_0RE1LA_1RC1RB	2921570	.010101(0101)B>.	91	32
1RB---_1LC0RE_1LD0LB_1RB0LE_0LA0RB	2921773	.<B01(101101).	151	52
1RB---_1LC0RE_1LD0LB_1RE0LC_0RA1RC	2922206	.100100(1000100)A>.	165	60
1RB---_1LC0RE_1LD0LB_1LA0LB_0RD1RC	2922350	.<A11101101(101)01(1).	96	32
1RB---_1LC0RE_1LD0LB_1LA1RC_1RB1RC	2922383	.<A1110101010101(01010101).	354	122
1RB---_1LC0RE_1LD0LD_0LE0LC_1LA1RA	2923991	.<A10(00)100(1)01001.	63	17
1RB---_1LC0RE_1LD0LD_1RD0LE_1LC1RA	2924186	.1101101(101101)A>.	159	53
1RB---_1LC0RE_1LD0LD_1LA0LB_0RB0LC	2924354	.<A101(0101).	48	18
1RB---_1LC0RE_1LD0LD_1LA0LB_0RB1RE	2924355	.10(1)000(010)B>.	53	20
1RB---_1LC0RE_1LD1RC_0RB0LB_0RD1RA	2924584	.0011(011)B>.	69	22
1RB---_1LC0RE_1LD1RC_1LA0LB_0RB1RE	2925532	.0(1)000(010)B>.	54	20
1RB---_1LC0RE_1LD1RC_1LA0LC_0LA1RA	2925536	.<A11010111111111(1111).	209	63
1RB---_1LC0RE_1LD1RC_1LA0LC_0LE1RA	2925538	.<A11010111111111(1111).	215	65
1RB---_1LC0RE_1LD1RC_1LA0LC_1LB1RA	2925541	.<A11010111111111(1111).	209	63
1RB---_1LC0RE_1LD1RD_1LA0LB_0RB1RE	2926522	.1(1)0110(010)B>.	70	26
1RB---_1LC0RE_1LD1LB_0LE0LD_1LA1RC	2926974	.<A1000(00)10(1)00101.	104	25
1RB---_1LC0RE_1LD1LC_0RD0LE_1RA0LE	2928018	.1111011111111111111(1111)B>.	296	71
1RB---_1LC0RE_1LD1LC_0RE0LE_1RA0LE	2928164	.1111011111111111111(1111)B>.	296	71
1RB---_1LC0RE_1LD1LC_0LE0RD_1RA0LE	2928258	.1111111111111111111111(1111)B>.	348	77
1RB---_1LC0RE_1LD1LC_1RB0LD_1RA0LE	2928511	.111011(1111)B>.	78	29
1RB---_1LC0RE_1LD1LC_1LA0LA_0RA0LE	2929074	.<A1111(1111).	57	21
1RB---_1LC0RE_1LD1LD_0LE0LD_1RA0RC	2929518	.1111(1111)01A>.	116	41
1RB---_1LC0RE_1LE0RD_1RA0LC_1RD0LD	2930465	.11011(011011)A>.	156	54
1RB---_1LC0RE_1LE0RD_1RB1RC_0LA0LC	2930495	.<A0101(0101).	60	22
1RB---_1LC0RE_1LE0LD_1RA1LC_0RC0RD	2931219	.11(11)011B>.	80	29
1RB---_1LC0RE_1LE0LD_1RA1LC_0RC1RD	2931221	.11011(011)B>.	68	25
1RB---_1LC0RE_1LE0LD_1RC1RA_1RD0LC	2931265	.11101110111011(10111011)A>.	507	159
1RB---_1LC0RE_1LE0LD_1LB1LA_1RB0LA	2931473	.<A101101(0101010101).	273	94
1RB---_1LC0RE_1LE0LD_1LB1LA_1RB0LE	2931474	.<A101101(0101010101).	273	94
1RB---_1LC0RE_1LE0LD_1LB1LE_1RB0LA	2931482	.<B101(0101010101).	264	94
1RB---_1LC0LA_0RD0LB_0RE1RD_0LA0RB	2934298	.0100(1100)B>.	70	27
1RB---_1LC0LA_0RD0LB_0RE1RD_1LB0RB	2934302	.0100(1100)B>.	82	33
1RB---_1LC0LA_0RD0LB_0RE1RD_1LE0RB	2934306	.0100(1100)B>.	90	37
1RB---_1LC0LA_0RD0LB_0RE1RD_1LE1RC	2934307	.<B010101010101(0101).	193	50
1RB---_1LC0LA_0RD0LB_1RE1RD_0LB0RC	2934374	.<B0101010(1010).	87	30
1RB---_1LC0LA_0RD0LB_1LD1RE_1RE0RC	2934405	.<B01(0101).	49	20
1RB---_1LC0LA_0LB1LD_1RE1LB_0RB0RE	2935921	.<A00101(1110101).	210	75
1RB---_1LC0LA_1RD0LB_0LB0RE_0RC---	2937361	.<A001010(1010).	105	37
1RB---_1LC0LA_1RD0LB_0LE0RE_0RC0LA	2937384	.<A001010(1010).	105	37
1RB---_1LC0LA_1RD0LB_1RE0RD_0LC0RB	2937395	.<A001010(1010)0.	99	35
1RB---_1LC0LA_1RD0LB_1RE0LE_1LE0RC	2937397	.<B0101010(1010).	99	34
1RB---_1LC0LA_1RD0LB_1LE0RE_0RC1RC	2937433	.<A001010(1010).	111	39
1RB---_1LC0LA_1RD0LC_1RE0LB_1LD0RD	2937600	.<A001(00)101(1).	83	29
1RB---_1LC0LA_1RD1LD_0LB0RE_0RE0RC	2937979	.<B0110110110(110110).	244	84
1RB---_1LC0LA_1RD1LD_0LB0RE_1RC0RC	2937980	.<B0110110110(110110).	262	90
1RB---_1LC0LA_1RE0LD_0RB1LB_0LB0RC	2938216	.<A0101(101)0.	90	32
1RB---_1LC0LA_1RE0LD_0RB1LE_0LB0RC	2938227	.<A001010(1010).	168	60
1RB---_1LC0LA_1RE0LD_1LB0RB_1RD0RE	2938434	.<A01011011011011011(011011).	401	114
1RB---_1LC0LA_1RE1LD_0LB0RE_0LD0RC	2938620	.<B011010110(10110)0.	439	149
1RB---_1LC0LA_1LD0LB_1RD0RE_1LB0RC	2939350	.<A001010101(0101)1.	211	66
1RB---_1LC0LA_1LD1RD_0LB0RE_0RB0RD	2939617	.<A0011(011).	75	27
1RB---_1LC0LA_1LE0LD_1LB1RC_1RD0RE	2939920	.<B1011011011(011011).	170	58
1RB---_1LC0LA_1LE1RD_0RB0RD_0LC1LB	2939950	.<A011011(11011).	153	55
1RB---_1LC0LB_0RC0LD_1RD0LE_1RA0RE	2941075	.1(111)01A>.	72	28
1RB---_1LC0LB_0RD1LA_1RE1LD_1LD0RC	2945710	.<A1100100(100)0.	114	39
1RB---_1LC0LB_0RE0LD_1LB0LB_0RA1RC	2949060	.01010(1010)0A>.	114	42
1RB---_1LC0LB_0RE0LD_1LB1RA_0RA1RC	2949066	.01010(1010)0A>.	138	50
1RB---_1LC0LB_0RE1RD_0RB1LD_1RA1RC	2949347	.01010101(0101010101)10101A>.	852	311
1RB---_1LC0LB_0RE1RD_1RC1LB_1RA1RD	2949954	.011(011011011)1101A>.	307	107
1RB---_1LC0LB_0RE1LD_0RB1LA_1RA1RC	2950455	.010101(0101)1B>.	183	73
1RB---_1LC0LB_0RE1LD_1LB0RB_0RA1RC	2951155	.01010(1010)0A>.	111	39
1RB---_1LC0LB_0LA1RD_1RA1RE_1LB0RD	2951391	.<A0100(01000100)1.	177	60
1RB---_1LC0LB_0LD0LB_1RE0LD_0RD1RA	2952255	.<B0010010(010010010010)10001.	553	196
1RB---_1LC0LB_0LD1LA_0RE0RC_1RD0RA	2953030	.01010(1010)0A>.	84	30
1RB---_1LC0LB_0LD1LA_0RE0RE_1RD0RA	2953035	.01010(1010)0A>.	72	26
1RB---_1LC0LB_0LD1LA_0RE0LD_1RD0RA	2953041	.01010(1010)0A>.	96	34
1RB---_1LC0LB_1RC1RD_0RA1RE_1LB0RB	2955452	.11011110(1111011110)A>.	302	102
1RB---_1LC0LB_1RC1LD_1RB0RE_0RA1RD	2955927	.00100100(100100)A>.	147	51
1RB---_1LC0LB_1RD0LB_0RA1RE_0RB1RD	2957102	.<B00000(00000000)101.	373	132
1RB---_1LC0LB_1RD0LB_0RE0RC_0LA0RA	2957128	.<B0101010(1010)0101001.	219	78
1RB---_1LC0LB_1RD0LB_0RE0RC_1RA0LC	2957139	.<B010101010(1010)01001.	211	76
1RB---_1LC0LB_1RD0LB_1RA0RE_1LC1RC	2957259	.<B00(0)100001(1).	69	24
1RB---_1LC0LB_1RD0LB_1RA1RE_0RB0RC	2957264	.<B0000(0000)10001.	171	62
1RB---_1LC0LB_1RD0LB_1RE0RC_0RA1RC	2957304	.<B0101010(1010101010101010)000100101.	981	352
1RB---_1LC0LB_1RD0LB_1RE0RC_1RA---	2957313	.<B01010(1010)0001.	133	52
1RB---_1LC0LB_1RD0LB_1LE0RC_1RA1RE	2957442	.<B01010(1010)0001.	143	56
1RB---_1LC0LB_1RD0LD_0RA1LE_0RC1RE	2957790	.1101(101)01B>.	112	41
1RB---_1LC0LB_1RD1RC_0RE0RA_1LE1RB	2958487	.101110111011101110(111011101110)A>.	790	260
1RB---_1LC0LB_1RD1RC_1RE0RA_1LB0RA	2958566	.1011110(1111011110)A>.	329	118
1RB---_1LC0LB_1RD1RC_1RE0RA_1LB0LD	2958567	.101110111011101110(111011101110)A>.	778	256
1RB---_1LC0LB_1RD1RC_1RE0RC_1LB0RA	2958571	.(1111011110)A>.	204	65
1RB---_1LC0LB_1RD1RC_1LB1RE_0RB0RA	2958604	.11111111(11111111)0A>.	297	106
1RB---_1LC0LB_1RD1RC_1LB1RE_0RC1RA	2958614	.(111111)A>.	68	24
1RB---_1LC0LB_1RD1LA_0RE0RC_1RD0RA	2958811	.1010(1010)0A>.	66	24
1RB---_1LC0LB_1RD1LA_0RE0RE_1RD0RA	2958838	.1010(1010)0A>.	66	24
1RB---_1LC0LB_1RD1LA_0RE0LD_1RD0RA	2958856	.01010(1010)0A>.	90	32
1RB---_1LC0LB_1RD1LA_0RE1RC_1LC1RB	2958899	.<B00(000)1.	42	16
1RB---_1LC0LB_1RD1LA_0RE1RC_1LC1RE	2958900	.<B00(000)1.	42	16
1RB---_1LC0LB_1RD1LA_1RE1RC_0RB0RA	2959155	.1111(1111)0A>.	66	24
1RB---_1LC0LB_1RD1LB_0RA0RE_1RC1LC	2959300	.<B00110(0110)1111.	133	48
1RB---_1LC0LB_1RD1LB_0RE1RC_1RA1RD	2959346	.111011101(11011101)A>.	239	92
1RB---_1LC0LB_1RD1LB_0RE1RD_1RA1RD	2959353	.11(011011011011)1101A>.	270	90
1RB---_1LC0LB_1RD1LB_1RA0RE_1RE0RC	2959451	.110011(00110011)A>.	174	60
1RB---_1LC0LB_1RD1LB_1RA1RE_0RD0RB	2959452	.(11011101)A>.	84	26
1RB---_1LC0LB_1RD1LB_1RA1RE_0RD1RE	2959453	.11(011011011011)1101A>.	270	90
1RB---_1LC0LB_1RE0RD_1RC0LD_1LB0RA	2960512	.<B0010010(010010)1.	337	118
1RB---_1LC0LB_1RE0LD_1RC0LB_1RA0RD	2961056	.<B00100(100)001.	112	45
1RB---_1LC0LB_1RE0LD_1LA0LC_0RC1RB	2961134	.<A10(00)1(000).	90	37
1RB---_1LC0LB_1RE1RD_1RC1RD_1LB0RA	2961669	.1011110(1111011110)A>.	329	118
1RB---_1LC0LB_1RE1LD_0RB0LD_1RA0RC	2961856	.10101(010101)1A>.	158	57
1RB---_1LC0LB_1RE1LD_1RC1RB_1RA0RD	2962367	.<B00100100(100100)001.	229	84
1RB---_1LC0LB_1LD0LB_0RE0RA_1RD0LE	2963516	.<B0010(010010)101.	178	66
1RB---_1LC0LB_1LD0LB_0RE1RA_1RD0LE	2963528	.<B0010010(010010010010)10001.	573	204
1RB---_1LC0LB_1LD0LC_1RE0LB_1RA0RD	2963616	.<C01010(1010)001.	123	48
1RB---_1LC0LB_1LD1LB_0RE1RD_1RA1RD	2964731	.011(011011011011)1101A>.	288	98
1RB---_1LC0LC_0RE1LD_0LB0LE_0RA1RC	2985080	.01010(1010)0A>.	174	62
1RB---_1LC0LC_0RE1LD_0LB1RB_0RA1RC	2985087	.01010(1010)0A>.	168	60
1RB---_1LC0LC_0RE1LD_0LB1RD_0RA1RC	2985103	.01010(1010)01B>.	175	62
1RB---_1LC0LC_0RE1LD_0LB1LA_0RA1RC	2985114	.010101010(10101010)0A>.	246	86
1RB---_1LC0LC_0LA0RD_1LE1RD_1LB1RC	2985882	.01011(1111)D>.	132	48
1RB---_1LC0LC_0LD0LC_0RE1LA_1RD1RA	2987746	.(0101)A>.	26	10
1RB---_1LC0LC_0LE0RD_0RE1LB_1RA0LE	2989767	.101(0101)1B>.	118	41
1RB---_1LC0LC_0LE0LD_0LC0RB_1RE0RA	2990908	.1111(111111111)0A>.	226	76
1RB---_1LC0LC_0LE1RD_0RE0RD_1LB0LA	2991795	.<A0011(1011).	85	30
1RB---_1LC0LC_1RA0RD_0LC1LE_1LD1LC	2993132	.1(111)B>.	55	19
1RB---_1LC0LC_1RE0RD_1LD1LB_---0RC	3004123	.<B1111(111).	88	30
1RB---_1LC0LC_1LA0LD_1RD0RE_0RB1RC	3009499	.11(1111)00B>.	123	39
1RB---_1LC0LC_1LD0RD_0RE0LB_0RA1RD	3012048	.(0100)1B>.	59	17
1RB---_1LC0LC_1LD0RD_1RE1LB_---1RB	3012406	.<B11111(1111).	97	33
1RB---_1LC0LC_1LD0LB_1RE0RB_1RA0RD	3012694	.<B000(00)10001(1).	114	39
1RB---_1LC0LC_1LD1RD_0RE1LB_---1RC	3014005	.<C111(011)1.	65	26
1RB---_1LC0LC_1LE0RD_1RA0LE_1RC0LB	3015207	.<B0101010(1010)01(1).	196	65
1RB---_1LC0LD_0RA0LD_0LE1RC_1RE0LC	3019830	.111110101010(101010)A>.	304	94
1RB---_1LC0LD_0RD0LB_1RE1LD_0RA1RC	3029663	.110110111(1011110110111)01111111111010A>.	1023	343
1RB---_1LC0LD_0RD0LB_1RE1LD_0RE0RA	3029666	.<B0101(01)1011(1).	181	53
1RB---_1LC0LD_0RD0LD_1LB1RE_0RC1RA	3030941	.0111011(1011)A>.	140	52
1RB---_1LC0LD_0RE0RB_1LA0LC_1LB1RC	3035723	.0101010(1010)B>.	209	67
1RB---_1LC0LD_0LA1RB_1LB0RE_1RD0RB	3046600	.<A01101(010101).	125	41
1RB---_1LC0LD_0LA1RB_1LB0RE_1RD0RC	3046601	.<A01101(010101).	123	48
1RB---_1LC0LD_0LA1RB_1LB0RE_1RD1RB	3046603	.<A01101(010101).	119	46
1RB---_1LC0LD_0LA1RD_1RE1LE_0LB0RC	3046656	.<A010100(100).	81	30
1RB---_1LC0LD_0LA1RD_1RE1LE_1LB0RC	3046657	.0000110(110)C>.	110	39
1RB---_1LC0LD_0LE0RB_1LB0RA_1RE0RD	3053422	.<B10(1110).	71	21
1RB---_1LC0LD_0LE1LA_1RE1RD_1RB0RB	3058715	.<A11(111).	51	18
1RB---_1LC0LD_1RD0RD_1RA0LE_1LB0RC	3070014	.001(01)11B>.	83	25
1RB---_1LC0LD_1RD0LB_0RE1RD_0LA1RA	3070372	.1101(101101101)A>.	314	103
1RB---_1LC0LD_1RD1RD_1LB1RE_0RC0RA	3073336	.<B101011010110101101(01101).	298	79
1RB---_1LC0LD_1RD1LB_0LA0RE_0RD1RE	3074474	.1(1)0110(010)D>.	81	32
1RB---_1LC0LD_1RD1LC_0RE0LB_1RD1RA	3075360	.(0101)A>.	34	12
1RB---_1LC0LD_1RD1LC_1RA1RE_0RC0LE	3075569	.011111011(111011)A>.	164	53
1RB---_1LC0LD_1RE0RB_1LB1RD_1RA0RC	3077470	.10101(01010101)1A>.	216	77
1RB---_1LC0LD_1RE0RB_1LB1LD_1RA0RC	3077515	.10101(01010101)1A>.	192	65
1RB---_1LC0LD_1LA0RC_1LB0RE_1RD0LA	3084139	.0100101(0101)D>.	143	52
1RB---_1LC0LD_1LA0RD_1LB0RE_1RD0RB	3084285	.<A11101(010101).	106	35
1RB---_1LC0LD_1LA0RD_1LB0RE_1RD0LA	3084288	.0100101(0101)D>.	127	48
1RB---_1LC0LD_1LA1RB_1LB0RE_1RD0RB	3085809	.<A11101(010101).	107	35
1RB---_1LC0LD_1LA1RB_1LB0RE_1RD0RC	3085810	.<A11101(010101).	115	44
