machine; formula tape; number steps before formula tape; number macro steps before special case
1RB0LB_1RC---_1LD1RE_0LA1LD_0RC0LC; 0∞<A01111101(1101)0∞; 54; 32
1RB0LB_1RC---_1LD1RE_0LA1LD_1LC0RC; 0∞<A01111101(1101)0∞; 54; 32
1RB0LB_1RC---_1LD1LE_---0LC_0LA0RE; 0∞<A01010101(0101)0∞; 72; 44
1RB0LB_1RC---_1LD1LE_0RC0LD_0LA0RE; 0∞<A01010101(0101)0∞; 96; 56
1RB0LB_1RC0RA_0LD---_0RE1LD_1LA0LE; 0∞<A10101010(1010)0∞; 60; 34
1RB0LB_1RC0RA_0LD---_1LA0LE_1LC0RE; 0∞<A10101010(1010)0∞; 60; 34
1RB0LB_1RC0RA_0LD---_1LD0LE_1LA1RD; 0∞<A10101010(1010)0∞; 60; 34
1RB0LB_1RC0RA_0LD0LE_0RC1LD_1LA---; 0∞<A10101010(1010)0∞; 60; 34
1RB0LB_1RC0RA_0LD1RB_1LB0LE_---1LD; 0∞<B11001010(10)00∞; 66; 26
1RB0LB_1RC0RA_1LC0LD_---0LE_1LA0RE; 0∞<A10011001(1001)0∞; 66; 40
1RB0LB_1RC0RA_1LC0LD_---1LE_0LA1RB; 0∞<A01010101(0101)0∞; 72; 44
1RB0LB_1RC0RA_1LC1RD_---0LE_1LA1LD; 0∞<A10101010(1010)0∞; 60; 34
1RB0LB_1RC0RA_1LD0LB_0LA0LE_---1LD; 0∞<A01010101(0101)0∞; 60; 36
1RB0LB_1RC0RA_1LD0LB_1LA0LE_---0LD; 0∞<A10011001(1001)0∞; 54; 32
1RB0LB_1RC0RA_1LD0LE_---0LC_1LA0RA; 0∞<A10011001(1001)0∞; 54; 32
1RB0LB_1RC0RA_1LD0LE_---1RC_1LA1LC; 0∞<A10101010(1010)0∞; 60; 34
1RB0LB_1RC0RA_1LD1RB_1LB1LE_---0LD; 0∞<B1010101(01)10110∞; 82; 32
1RB0LB_1RC0RA_1LD1RD_0LA0LE_---1LD; 0∞<A01010101(0101)0∞; 72; 44
1RB0LB_1RC0RA_1LD1LA_0LA0LE_---1LD; 0∞<A01010101(0101)0∞; 58; 33
1RB0LB_1RC0RA_1LD1LE_---0LC_0LA0LB; 0∞<A01010101(0101)0∞; 58; 33
1RB0LB_1RC0RA_1LD1LE_---0LC_0LA1RA; 0∞<A01010101(0101)0∞; 72; 44
1RB0LB_1RC0RA_1LD1LE_---0LC_0LA1RE; 0∞<A01010101(0101)0∞; 84; 52
1RB0LB_1RC0RB_0RD1LD_0LE0LA_1LC---; 0∞<A0110110110(110110)0∞; 169; 103
1RB0LB_1RC0RB_0LD1RA_0LE1LC_1LB---; 0∞<B100101010101010(1010)0∞; 165; 67
1RB0LB_1RC0RB_1RD0LD_1LE1LA_---1LC; 0∞<A1011011(011)0∞; 67; 41
1RB0LB_1RC0RB_1RD1RA_1LE---_0LA1LE; 0∞<A011111111(1111)0∞; 72; 42
1RB0LB_1RC0RB_1LA0RD_1LA1LE_0LD---; 0∞100(0)11001100(0)B>0∞; 103; 36
1RB0LB_1RC0RB_1LC1LD_0LE1LA_1LB---; 0∞<A1111101111011(1101111011)0∞; 201; 138
1RB0LB_1RC0RB_1LD0RB_0LE1LC_1LA---; 0∞<A1011110111(10111)0∞; 111; 65
1RB0LB_1RC0RB_1LD0RC_1LE0LC_0LA---; 0∞<A01110111(0111)0∞; 78; 46
1RB0LB_1RC0RB_1LD0RE_---0LA_0RD1LC; 0∞<A0101101(101)0∞; 84; 50
1RB0LB_1RC0RB_1LD0RE_0LE1LC_---1LA; 0∞<A1011110111(10111)0∞; 129; 75
1RB0LB_1RC0RB_1LD1RB_0LE1LC_---1LA; 0∞<A1011110111(10111)0∞; 111; 65
1RB0LB_1RC0RC_0RD0RE_1LD0LA_---0RA; 0∞<A011111111(1111)0∞; 84; 46
1RB0LB_1RC0RC_0LD---_1LE1LA_0RA1RE; 0∞<A10010010(010010)100∞; 192; 128
1RB0LB_1RC0RC_0LD0RA_1LE1RD_---0LA; 0∞<A010100101(00101)0∞; 102; 58
1RB0LB_1RC0RC_0LD1LD_1RA1LE_---1LC; 0∞11111111111111(111111)B>0∞; 324; 173
1RB0LB_1RC0RC_1RD0RD_1LE0LA_---1LD; 0∞<A011111111(1111)0∞; 84; 46
1RB0LB_1RC0RC_1RD1RB_0LE0LA_---1LD; 0∞<A010101010(1010)0∞; 72; 38
1RB0LB_1RC0RC_1RD1RC_1LE0LA_---1LD; 0∞<A011111111(1111)0∞; 72; 38
1RB0LB_1RC0RC_1LB1RD_1LE0RE_---0LA; 0∞<B00111111111(111111)0∞; 391; 238
1RB0LB_1RC0RC_1LD1RB_---1RE_1LA1LE; 0∞<A11111111(1111)0∞; 60; 34
1RB0LB_1RC0RC_1LD1RB_---1LE_1LA0RA; 0∞<A11111111(1111)0∞; 72; 40
1RB0LB_1RC0RC_1LD1RB_---1LE_1LA1LE; 0∞<A11111111(1111)0∞; 48; 28
1RB0LB_1RC0RC_1LD1RB_0LE0RE_---1LA; 0∞<B01011101(1101)0∞; 83; 45
1RB0LB_1RC0RC_1LD1RB_0LE0LA_---1LD; 0∞<A01010101(0101)0∞; 54; 30
1RB0LB_1RC0RC_1LD1RB_0LE1RB_---1LA; 0∞<B01011101(1101)0∞; 73; 41
1RB0LB_1RC0RC_1LD1RB_1LE0LA_---1LC; 0∞<A010111110101(11110101)0∞; 196; 128
1RB0LB_1RC0RC_1LD1RC_1LA0LE_---1RA; 0∞111(11)011111(11)C>0∞; 118; 60
1RB0LB_1RC0RC_1LD1RE_1RD0LA_0RA---; 0∞<A01000100010(00100010)10∞; 212; 142
1RB0LB_1RC0RC_1LD1RE_1RD1LA_---0RD; 0∞<A1111111(111)0∞; 78; 44
1RB0LB_1RC0RC_1LD1RE_1RD1LA_---1RB; 0∞<A1111111(111)0∞; 72; 40
1RB0LB_1RC0RD_0RD0RA_0LE---_1LE0LA; 0∞<A0101001010(01010)0∞; 102; 58
1RB0LB_1RC0RD_0RD0RA_0LE0LA_1LD---; 0∞<A0101001010(01010)0∞; 102; 58
1RB0LB_1RC0RD_0LA1RE_1LE---_1LC0RB; 0∞<A0110110(110)0∞; 72; 42
1RB0LB_1RC0RD_0LA1LB_1LC0RE_1RA---; 0∞<A0100010(0010)0∞; 69; 41
1RB0LB_1RC0RD_0LD---_1RA1LE_0LE1LA; 0∞<A10101(0101)100∞; 73; 50
1RB0LB_1RC0RD_1LA---_0RE1RA_1LC0LE; 0∞<A110110(110)0∞; 63; 35
1RB0LB_1RC0RD_1LA---_1RE0LC_1RB0LD; 0∞<A100100(100)0∞; 63; 35
1RB0LB_1RC0RD_1LA---_1LC0RE_---0RB; 0∞<A111111(111)0∞; 57; 33
1RB0LB_1RC0RD_1LA---_1LE0RE_1LC1RD; 0∞<A11111111111(1111)0∞; 102; 46
1RB0LB_1RC0RD_1LA0RD_1LC0RE_---0RC; 0∞<A111111(111)0∞; 57; 33
1RB0LB_1RC0RD_1LA0LC_1RE---_1RB0LC; 0∞<A100100(100)0∞; 63; 35
1RB0LB_1RC0RD_1LA0LE_0RC1RA_1LC---; 0∞<A110110(110)0∞; 63; 35
1RB0LB_1RC0RD_1LA1RB_1LC0RE_---1LB; 0∞<A111111(111)0∞; 57; 33
1RB0LB_1RC0RD_1LA1RE_1LC1LB_---0RB; 0∞<A111111(111)0∞; 57; 33
1RB0LB_1RC0RD_1LA1LC_1RC0RE_---0RB; 0∞<A111111(111)0∞; 63; 35
1RB0LB_1RC0RD_1LA1LC_1RC1RE_---1RB; 0∞<A111111(111)0∞; 63; 35
1RB0LB_1RC0RD_1LA1LC_1RE1RA_---0LC; 0∞<A110110(110)0∞; 63; 35
1RB0LB_1RC0RD_1LB---_1RA0LE_1LD0LA; 0∞011001100110011(0011)B>0∞; 206; 76
1RB0LB_1RC0RD_1LB1RE_0LD1LC_---1RA; 0∞111111(111111)A>0∞; 176; 132
1RB0LB_1RC0RD_1LC1LA_1RB1RE_---1RA; 0∞<A11111111(1111)0∞; 66; 38
1RB0LB_1RC0RD_1LC1LA_1LB1RE_---0RC; 0∞<A1111111(111)0∞; 78; 44
1RB0LB_1RC0RD_1LC1LA_1LB1RE_---1RB; 0∞<A1111111(111)0∞; 72; 40
1RB0LB_1RC0RD_1LC1LA_1LC1RE_---1RB; 0∞<A1111111111111111(111111111111)0∞; 348; 242
1RB0LB_1RC0RD_1LD0RA_0LE0LA_1LD---; 0∞<A010100101(00101)0∞; 84; 50
1RB0LB_1RC0RD_1LD0RD_0LA0RE_---1LD; 0∞<A01011111(1111)0∞; 172; 106
1RB0LB_1RC0RD_1LD0RE_---0LA_1LE0RB; 0∞<A01010101(0101)0∞; 96; 58
1RB0LB_1RC0RD_1LD0RE_1LC0LA_1LA---; 0∞<A0101101(101)0∞; 60; 34
1RB0LB_1RC0RD_1LD0RE_1LD0LA_1LA---; 0∞<A0101101(101)0∞; 60; 34
1RB0LB_1RC0RD_1LD0LA_1RA0LE_---0LC; 0∞0101(0101)1B>0∞; 57; 42
1RB0LB_1RC0RD_1LD1RC_1RE0LC_---0RA; 0∞101010101010101(01010101)B>0∞; 233; 134
1RB0LB_1RC0RD_1LD1RE_0LA0LA_0RB---; 0∞<A01011101(1101)0∞; 96; 58
1RB0LB_1RC0RE_0RD---_1LE1RA_0LE1LA; 0∞<B0100010(0010)10∞; 71; 41
1RB0LB_1RC0RE_0LC1LD_1LE0LA_1RA---; 0∞0001101101(101)A>0∞; 109; 45
1RB0LB_1RC0RE_0LD---_1LA1LD_0RD0RA; 0∞<A110110110110(110)000∞; 172; 61
1RB0LB_1RC0RE_0LD---_1LA1LD_1LA0RA; 0∞<A110110110110(110)000∞; 166; 59
1RB0LB_1RC0RE_0LD---_1LA1LD_1LE0RA; 0∞<A110110110110(110110)00∞; 159; 89
1RB0LB_1RC0RE_0LD---_1LA1LD_1LE1RB; 0∞<A11101110(1110)0∞; 60; 36
1RB0LB_1RC0RE_0LD0LB_0LA1LD_1RB---; 0∞<A01100110(0110)0∞; 54; 32
1RB0LB_1RC0RE_1RD---_1LA1RE_0LC0RA; 0∞111111111111(111111)0A>0∞; 279; 135
1RB0LB_1RC0RE_1LC1RD_1LA1LD_---1RB; 0∞<A11111111(1111)0∞; 60; 34
1RB0LB_1RC0RE_1LC1LD_1LA0RA_---1RB; 0∞<A11111111(1111)0∞; 72; 40
1RB0LB_1RC0RE_1LC1LD_1LA1LD_---1RB; 0∞<A11111111(1111)0∞; 48; 28
1RB0LB_1RC0RE_1LD---_1LA1LB_0LC1RA; 0∞<A110110(110)0∞; 75; 41
1RB0LB_1RC0RE_1LD---_1LA1LD_---1RB; 0∞<A11111111(1111)0∞; 48; 28
1RB0LB_1RC0RE_1LD0RA_---0LA_0LC---; 0∞<A010100101(00101)0∞; 84; 50
1RB0LB_1RC0RE_1LD0RA_0LB0LA_0LD---; 0∞<A010010010(010010)10∞; 144; 92
1RB0LB_1RC0RE_1LD0RA_1RD0LA_1LD---; 0∞<A010010010(010010)10∞; 172; 110
1RB0LB_1RC0RE_1LD0RA_1LC0LA_0LD---; 0∞<A010100101(00101)0∞; 108; 66
1RB0LB_1RC0RE_1LD0RA_1LD0LA_0LD---; 0∞<A010100101(00101)0∞; 84; 50
1RB0LB_1RC0RE_1LD0RB_1LA1LD_---1LB; 0∞<A11111111(1111)0∞; 60; 36
1RB0LB_1RC0RE_1LD0RC_1LB0LA_---1RB; 0∞<A01010101(0101)0∞; 72; 42
1RB0LB_1RC0RE_1LD0LB_1LA0LD_1RB---; 0∞<A10011001(1001)0∞; 54; 32
1RB0LB_1RC0RE_1LD1RA_---0LA_0LA0RD; 0∞<A01011110111101(1110111101)0∞; 548; 372
1RB0LB_1RC0RE_1LD1RA_---0LA_1LC0RB; 0∞<A0101101011010110101101(01101)0∞; 309; 106
1RB0LB_1RC0RE_1LD1RE_---0LA_1LC1RB; 0∞<A010110101101(01101)1010∞; 147; 60
1RB0LB_1RC0RE_1LD1RE_1LA1LD_---0RC; 0∞<A11111111(1111)0∞; 50; 29
1RB0LB_1RC0RE_1LD1LB_---1LA_1LC0LA; 0∞<A1111111(111)0∞; 80; 48
1RB0LB_1RC0RE_1LD1LB_0LA1LD_---1RB; 0∞<A01110111(0111)0∞; 54; 32
1RB0LB_1RC0RE_1LD1LE_---0LC_0LA0RB; 0∞<A01010101(0101)0∞; 72; 44
1RB0LB_1RC0LA_0RD---_0RE1RB_1LE1RD; 0∞<A000101010101(010101)0∞; 230; 129
1RB0LB_1RC0LA_0RD1RD_1LB0RE_1RA---; 0∞<A00010000010000010(000010000010)10∞; 320; 202
1RB0LB_1RC0LA_1RD---_1LE0RA_0LB1LE; 0∞<B00000111111111111111111111111(1111)0∞; 411; 99
1RB0LB_1RC0LA_1LB0RD_1RE---_0LA0RB; 0∞<A00010101010101010(101010101010)00100∞; 427; 257
1RB0LB_1RC0LA_1LB0RD_1RE---_1RA0RD; 0∞<A000101010101010(10101010)0010∞; 271; 148
1RB0LB_1RC0LA_1LB1LD_1RE0RD_---1RB; 0∞<A01010101(0101)0∞; 72; 42
1RB0LB_1RC0LB_0RD---_0LD1RE_1LA0RA; 0∞<B0000(0)10100(0)100∞; 141; 50
1RB0LB_1RC0LB_0RD---_0LE1RE_1LA0RA; 0∞<B0000(0)10100(0)100∞; 119; 44
1RB0LB_1RC0LB_0RD0RA_0LE---_1LE0LA; 0∞<A010010010(010010)100∞; 152; 94
1RB0LB_1RC0LB_0RD0RE_1LD0LA_---1RB; 0∞<A011011011011(011011011)110∞; 278; 184
1RB0LB_1RC0LB_1RD---_1LE0RA_0LB1LE; 0∞<B00000111111111111111111111111(1111)0∞; 411; 99
1RB0LB_1RC0LB_1LD0RE_0RA0LA_0RD---; 0∞<A010010(010)10∞; 58; 34
1RB0LB_1RC0LB_1LD0RE_0RB0LA_0RD---; 0∞<A010010(010)10∞; 58; 34
1RB0LB_1RC0LB_1LD1RE_1RB0LA_0RD---; 0∞<A0100010001000100010001000(1000100010001000)0001010∞; 1182; 728
1RB0LB_1RC0LC_0RD0RE_1LE1RB_0LA---; 0∞<A0100111001(11001)0∞; 124; 76
1RB0LB_1RC0LC_0LD0RA_0LE1LA_0RA---; 0∞<A101001010001010(001010)0∞; 173; 85
1RB0LB_1RC0LC_0LD0RA_0LE1LA_0RB---; 0∞<A101001010001010(001010)0∞; 191; 91
1RB0LB_1RC0LC_0LD0RA_1LE1LA_0RD---; 0∞<A101001010001010(001010)0∞; 185; 89
1RB0LB_1RC0LC_0LD0RA_1LE1LA_1RB---; 0∞<A101001010001010(001010)0∞; 179; 87
1RB0LB_1RC0LC_0LD0RA_1LE1LA_1RC---; 0∞<A101010101010101010(10101010)0∞; 294; 157
1RB0LB_1RC0LC_0LD0RA_1LE1LA_1LA---; 0∞<A110001010001010(001010)0∞; 177; 91
1RB0LB_1RC0LC_0LD0RD_0LE1LA_0RA---; 0∞<A101001010001010(001010)0∞; 209; 105
1RB0LB_1RC0LC_0LD0RE_1LE1LA_1RB---; 0∞<A101001010001010(001010)0∞; 179; 87
1RB0LB_1RC0LC_0LD1RA_---1LE_0RE0LA; 0∞<A010010101010(1010)0∞; 152; 73
1RB0LB_1RC0LC_0LD1RA_---1LE_0LA0RD; 0∞<A010010101010(1010)0∞; 160; 79
1RB0LB_1RC0LC_0LD1RA_---1LE_0LA0LA; 0∞<A010010101010(1010)0∞; 134; 67
1RB0LB_1RC0LC_0LD1RA_---1LE_1RD0LA; 0∞<A010010101010(1010)0∞; 140; 69
1RB0LB_1RC0LC_1RD0LC_1LA1RE_0RB---; 0∞<B0100010001000100010(00100010)10∞; 258; 126
1RB0LB_1RC0LC_1RD1RC_1LA0RE_1RB---; 0∞<B01011011011(011011)0∞; 122; 70
1RB0LB_1RC0LC_1RD1RD_0RE---_1LE1LA; 0∞<A111111111(111)0∞; 128; 70
1RB0LB_1RC0LC_1RD1RE_1LD0LA_0RB---; 0∞<A01001001001(001001)0∞; 150; 92
1RB0LB_1RC0LC_1RD1LA_1LB0RE_1RC---; 0∞<B010010010101001(0101001)0∞; 202; 115
1RB0LB_1RC0LC_1LA0RD_1LB1RE_0RB---; 0∞<A100100110011(00110011)0∞; 154; 98
1RB0LB_1RC0LC_1LA1RD_0RE---_1RA0LD; 0∞<A100110010000100(00100)0∞; 196; 90
1RB0LB_1RC0LC_1LA1RD_0RE---_1RA1RA; 0∞<A100110010000100(00100)0∞; 192; 88
1RB0LB_1RC0LC_1LA1RD_0RE---_1RA1LE; 0∞<A100110010000100(00100)0∞; 204; 94
1RB0LB_1RC0LC_1LA1RD_0RE---_1LD1RA; 0∞<A100110010000100(00100)0∞; 230; 106
1RB0LB_1RC0LC_1LD0LE_---1LA_1RA0RA; 0∞<A11111111(1111)0∞; 108; 66
1RB0LB_1RC0LC_1LD1RE_0LA0LB_0RA---; 0∞<A01001001001(001001)0∞; 105; 65
1RB0LB_1RC0LC_1LD1RE_1LC0LA_0RD---; 0∞<A0101101(101)0∞; 60; 34
1RB0LB_1RC0LC_1LD1RE_1LD0LA_0RD---; 0∞<A0101101(101)0∞; 60; 34
1RB0LB_1RC0LD_0RD---_1LA1RE_1LA1RB; 0∞<A1001001010010100101(0010100101)0∞; 327; 180
1RB0LB_1RC0LD_0RD0RC_1LE1RB_0LA---; 0∞<A010001110001(110001)0∞; 113; 69
1RB0LB_1RC0LD_0LD0RA_---1RE_1LE0LA; 0∞<A010100101(00101)0∞; 102; 58
1RB0LB_1RC0LD_0LD0RA_1LE0RD_0LA---; 0∞<A010100101(00101)0∞; 102; 58
1RB0LB_1RC0LD_0LD0RA_1LE1RD_---0LA; 0∞<A010100101(00101)0∞; 102; 58
1RB0LB_1RC0LD_1LA0RE_1RD1RB_---0LA; 0∞1111111(11)C>0∞; 82; 45
1RB0LB_1RC0LD_1LA0RE_1RD1RB_---1RA; 0∞1111111111(11111)01A>0∞; 233; 118
1RB0LB_1RC0LD_1LA0RE_1RD1RB_---1LA; 0∞1111111(11)C>0∞; 88; 49
1RB0LB_1RC0LD_1LA0RE_1RD1RB_---1LD; 0∞1111(111)B>0∞; 39; 32
1RB0LB_1RC0LD_1LA0RE_1LB---_0RB0RC; 0∞11(1)0010000(00)B>0∞; 58; 29
1RB0LB_1RC0LD_1LA1RE_1RD1RB_---0RB; 0∞11111111111(11111)0B>0∞; 323; 181
1RB0LB_1RC0LD_1LB0LE_---1LE_0LA0RA; 0∞<A01010101(0101)0∞; 60; 36
1RB0LB_1RC0LD_1LB1LE_---1LE_0LA0RE; 0∞<A01010101(0101)0∞; 72; 44
1RB0LB_1RC0LD_1LC0LA_1RD0LE_---0RA; 0∞<A01010101(0101)0∞; 96; 58
1RB0LB_1RC0LD_1LD0RE_---0LA_1LB0LA; 0∞<A010000(000)10∞; 56; 32
1RB0LB_1RC0LD_1LD0RE_0RA0LA_1RA---; 0∞<A0101101(101)0∞; 78; 46
1RB0LB_1RC0LD_1LD0RE_1RA1LD_---0RD; 0∞111111111111(111)C>0∞; 133; 57
1RB0LB_1RC0LD_1LD0RE_1RE1LB_1RA---; 0∞1111111111111(1111)01A>0∞; 227; 69
1RB0LB_1RC0LD_1LD0LC_1RE0LA_---0RC; 0∞<A010000(000)10(0)0∞; 80; 44
1RB0LB_1RC0LE_0RD---_1LA1RA_0RB1LA; 0∞<B010001000100010(0010)0∞; 138; 49
1RB0LB_1RC0LE_0RD---_1LE1RA_0LE1LA; 0∞<B0100010(0010)10∞; 59; 33
1RB0LB_1RC0LE_0RD0RA_1LD0LA_---1RB; 0∞<A01111111111(111111)0∞; 138; 84
1RB0LB_1RC0LE_0RD0RA_1LD0LA_---1LC; 0∞<A01111001111(001111)0∞; 114; 66
1RB0LB_1RC0LE_0RD1RA_1LD0LA_---1RB; 0∞<A01111111111(111111)0∞; 150; 92
1RB0LB_1RC0LE_0RD1RC_1LD0LA_---0RC; 0∞<A011111011(1011)0∞; 74; 40
1RB0LB_1RC0LE_0LD---_0RA1LB_1LA1RD; 0∞<A10101010(1010)0∞; 60; 36
1RB0LB_1RC0LE_0LD0RA_---1LA_0LC1LB; 0∞<A10101010(1010)0∞; 84; 50
1RB0LB_1RC0LE_0LD1RA_0LA1LD_---0RB; 0∞<A011111111(111111)00∞; 108; 71
1RB0LB_1RC0LE_1RD---_1LB0RC_0LA1LB; 0∞<A001010101(0101)0∞; 60; 34
1RB0LB_1RC0LE_1RD---_1LE0RA_1LA0RB; 0∞<A10010010010(010010)0∞; 126; 76
1RB0LB_1RC0LE_1RD0RA_1LB0RD_---0LA; 0∞<A00100001000010(0001000010)10∞; 208; 134
1RB0LB_1RC0LE_1RD0RD_1LB0LD_---0LA; 0∞<A0010000(000)10(0)0∞; 100; 52
1RB0LB_1RC0LE_1RD0LA_1LA0RC_---0LC; 0∞<B01000000(0000)10∞; 74; 42
1RB0LB_1RC0LE_1RD1RB_1LA1LD_---0RB; 0∞<A11111111(1111)0∞; 87; 47
1RB0LB_1RC0LE_1LD0RA_---0LA_---1RC; 0∞<A010100101(00101)0∞; 84; 50
1RB0LB_1RC0LE_1LD0RA_---0LA_1LC0RB; 0∞<A0101000101(000101)0∞; 96; 58
1RB0LB_1RC0LE_1LD0RA_---0LA_1LC1RE; 0∞<A010100101(00101)0∞; 108; 66
1RB0LB_1RC0LE_1LD0RA_---0LA_1LD1RE; 0∞<A010100101(00101)0∞; 84; 50
1RB0LB_1RC0LE_1LD0RA_0RA0LA_---0RC; 0∞<A010100101(00101)0∞; 108; 66
1RB0LB_1RC0LE_1LD0RA_0LA0LA_---0RC; 0∞<A010100101(00101)0∞; 84; 50
1RB0LB_1RC0LE_1LD0RA_0LA1RB_---0RC; 0∞<A010100101(00101)0∞; 120; 66
1RB0LB_1RC0LE_1LD0RA_0LB0LA_---0RD; 0∞<A010100101(00101)0∞; 96; 58
1RB0LB_1RC0LE_1LD0RA_1LC0LA_---1RD; 0∞<A010100101(00101)0∞; 108; 66
1RB0LB_1RC0LE_1LD0RA_1LD0LA_---1RD; 0∞<A010100101(00101)0∞; 84; 50
1RB0LB_1RC0LE_1LD0RC_0RD0LA_---1LC; 0∞<A01010101(0101)0∞; 108; 66
1RB0LB_1RC0LE_1LD0RD_1RB0LA_---1RC; 0∞<A010100101(00101)0∞; 84; 50
1RB0LB_1RC0LE_1LD0RD_1LB0LA_---0LA; 0∞<A010000(000)10∞; 56; 32
1RB0LB_1RC0LE_1LD0RE_---1LA_0LC1RA; 0∞<A11110001111(0001111)0∞; 168; 106
1RB0LB_1RC0LE_1LD0RE_1RB0LA_0RD---; 0∞<A0101101(101)0∞; 72; 42
1RB0LB_1RC0LE_1LD1RD_0RE0LA_---1RB; 0∞<A01010101(0101)0∞; 66; 38
1RB0LB_1RC0LE_1LD1RD_1RE0LA_---1RB; 0∞<A01010101(0101)0∞; 72; 42
1RB0LB_1RC0LE_1LD1RE_1RA0LC_0RD---; 0∞011110111101(11101)A>0∞; 136; 71
1RB0LB_1RC1RA_0RD---_1LD0LE_0RA1LE; 0∞1(1)01111111(11)B>0∞; 84; 35
1RB0LB_1RC1RA_0LD0RA_0RA1LE_---1LC; 0∞011110111101(11101)B>0∞; 190; 99
1RB0LB_1RC1RA_0LD0RA_1LA1LE_---1LC; 0∞<A1011010101101010110(10101101010110)0∞; 389; 269
1RB0LB_1RC1RA_1LD0RA_1RB0LE_---1LC; 0∞11110(11110)A>0∞; 42; 31
1RB0LB_1RC1RB_0RD---_1LE0RA_0LE0LA; 0∞1111(11)00111(1)B>0∞; 76; 35
1RB0LB_1RC1RB_0LD0RA_0RA1LE_---1LC; 0∞011110111101(11101)B>0∞; 166; 87
1RB0LB_1RC1RB_0LD0RE_1LB1LD_---0RA; 0∞<B111111111(111111)00∞; 182; 120
1RB0LB_1RC1RB_1LD0RD_0LA0RE_---1LD; 0∞<A01011111(1111)0∞; 148; 90
1RB0LB_1RC1RB_1LD1RD_0RE0LA_---1RA; 0∞<A010111011101(11011101)0∞; 248; 164
1RB0LB_1RC1RB_1LD1RE_---0LA_0RD0RD; 0∞<A0101111(111)0∞; 84; 50
1RB0LB_1RC1RB_1LD1RE_---0LA_0RD0LC; 0∞<A0101111(111)0∞; 86; 52
1RB0LB_1RC1RB_1LD1RE_---0LA_0RD1RA; 0∞<A0101111(111)0∞; 84; 50
1RB0LB_1RC1RB_1LD1RE_---0LA_0LB0RC; 0∞<A010111110101(11110101)0∞; 256; 168
1RB0LB_1RC1RB_1LD1RE_---0LA_1RA0RD; 0∞<A0101111(111)0∞; 84; 50
1RB0LB_1RC1RB_1LD1RE_---0LA_1RC0RC; 0∞<A010111110101(11110101)0∞; 232; 152
1RB0LB_1RC1RB_1LD1RE_---0LA_1LC0RD; 0∞<A0101111(111)0∞; 88; 52
1RB0LB_1RC1RC_1LD1RD_0RE0LA_---1RB; 0∞<A01010101(0101)0∞; 60; 34
1RB0LB_1RC1RC_1LD1RE_1RB1LA_---0RD; 0∞<A1111111111(111111)0∞; 144; 94
1RB0LB_1RC1RD_0RD1RE_1LA0LA_---0RA; 0∞1111111111111111(11111111)0A>0∞; 315; 147
1RB0LB_1RC1RD_0LD---_0RA0LE_1LA1RE; 0∞<A10010010010(010010)0∞; 141; 85
1RB0LB_1RC1RD_0LD---_0RE1LE_1RA0LB; 0∞<B01010101010(1010)00∞; 149; 66
1RB0LB_1RC1RD_0LD0RA_0LA0RE_1LD---; 0∞<A010010010(010010)10∞; 180; 112
1RB0LB_1RC1RD_0LD1LC_1RA1LE_---0RC; 0∞1111(1111)A>0∞; 36; 27
1RB0LB_1RC1RD_1RD0RA_0LD1LE_---0LA; 0∞<A0101001010(01010)0∞; 102; 58
1RB0LB_1RC1RD_1RD0RA_0LE0LA_---1LD; 0∞<A0101001010(01010)0∞; 102; 58
1RB0LB_1RC1RD_1LA---_1LE0RB_---1LC; 0∞<A11111111(1111)0∞; 60; 34
1RB0LB_1RC1RD_1LA0RE_1LC0RA_---0LD; 0∞<A1101101101(101101)0∞; 150; 94
1RB0LB_1RC1RD_1LA0LE_1LC0RB_0RD---; 0∞<A11111111(1111)0∞; 72; 40
1RB0LB_1RC1RD_1LA1LA_1LC1RE_---0RB; 0∞<A111111(111)0∞; 51; 29
1RB0LB_1RC1RD_1LA1LC_0LE1RE_---0RB; 0∞<A111111(111)0∞; 75; 41
1RB0LB_1RC1RD_1LA1LD_1LC1RE_---0RD; 0∞<A11111111111(111111)0∞; 155; 97
1RB0LB_1RC1RD_1LA1LE_1RE0RB_---1LC; 0∞<A11111111(1111)0∞; 72; 40
1RB0LB_1RC1RD_1LA1LE_1LC0RB_1LA---; 0∞<A11111111(1111)0∞; 60; 34
1RB0LB_1RC1RD_1LB0RA_0LD1LE_---0LA; 0∞<A010100101(00101)0∞; 102; 58
1RB0LB_1RC1RD_1LC1LA_0RA0RE_---0RC; 0∞<A1111111111(111111)0∞; 116; 72
1RB0LB_1RC1RD_1LC1LA_0RA0RE_---0LD; 0∞<A1111111111(111111)0∞; 116; 72
1RB0LB_1RC1RD_1LC1LA_0RA0RE_---1RB; 0∞<A1111111111(111111)0∞; 108; 66
1RB0LB_1RC1RD_1LC1LA_0RA1RE_---0RB; 0∞<A1111111111(111111)0∞; 108; 66
1RB0LB_1RC1RD_1LC1LA_0RA1RE_---0RC; 0∞<A1111111111(111111)0∞; 156; 102
1RB0LB_1RC1RD_1LC1LA_0RA1RE_---0LA; 0∞<A1111111111(111111)0∞; 124; 78
1RB0LB_1RC1RD_1LC1LA_0RA1RE_---1RB; 0∞<A1111111111(111111)0∞; 148; 96
1RB0LB_1RC1RD_1LC1LA_0RE1RB_---1RC; 0∞<A11111111(1111)0∞; 144; 90
1RB0LB_1RC1RD_1LC1LA_1LA1RE_---0RB; 0∞<A1111111(111)0∞; 58; 32
